eligibility_rule_id,cycle_id,external_applicants_status,citizenship_rule_text,citizenship_us_citizen,citizenship_permanent_resident,citizenship_international,eligible_years_text,first_year_eligible,sophomore_eligible,junior_eligible,senior_eligible,graduating_senior_eligible,min_gpa,enrolled_required,graduation_rule_text,institution_type_rule_text,two_year_institution_eligible,four_year_institution_eligible,degree_seeking_required,prior_research_status,raw_eligibility_text,other_rule_text,parse_status
288,288,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
289,289,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
290,290,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
291,291,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
292,292,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
293,293,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
294,294,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
295,295,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
296,296,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
297,297,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
298,298,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
299,299,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
300,300,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
301,301,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
302,302,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
303,303,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
304,304,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
305,305,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
306,306,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
307,307,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
308,308,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
309,309,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
310,310,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
311,311,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
312,312,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
313,313,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
314,314,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
315,315,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
316,316,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
317,317,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
318,318,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
319,319,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
320,320,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
321,321,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
322,322,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
323,323,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
324,324,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
325,325,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
326,326,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
327,327,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
328,328,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
329,329,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
330,330,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
331,331,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
332,332,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
333,333,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
334,334,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
335,335,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
336,336,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
337,337,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
338,338,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
339,339,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
340,340,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
341,341,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
342,342,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
343,343,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
344,344,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
345,345,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
346,346,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
347,347,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
348,348,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
349,349,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
350,350,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
351,351,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
352,352,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
353,353,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
354,354,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
355,355,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
356,356,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
357,357,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
358,358,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
359,359,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
360,360,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
361,361,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
362,362,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
363,363,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
364,364,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
365,365,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
366,366,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
367,367,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
368,368,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
369,369,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
370,370,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
371,371,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
372,372,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
373,373,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
374,374,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
375,375,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
376,376,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
377,377,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
378,378,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
379,379,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
380,380,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
381,381,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
382,382,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
383,383,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
384,384,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
385,385,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
386,386,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
387,387,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
388,388,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
389,389,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
390,390,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
391,391,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
392,392,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
393,393,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
394,394,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
395,395,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
396,396,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
397,397,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
398,398,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
399,399,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
400,400,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
401,401,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
402,402,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
403,403,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
404,404,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
405,405,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
406,406,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
407,407,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
408,408,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
409,409,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
410,410,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
411,411,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
412,412,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
413,413,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
414,414,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
415,415,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
416,416,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
417,417,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
418,418,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
419,419,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
420,420,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
421,421,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
422,422,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
423,423,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
424,424,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
425,425,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
426,426,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
427,427,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
428,428,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
429,429,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
430,430,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
431,431,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
432,432,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
433,433,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
434,434,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
435,435,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
436,436,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
437,437,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
438,438,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
439,439,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
440,440,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
441,441,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
442,442,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
443,443,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
444,444,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
445,445,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
446,446,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
447,447,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
448,448,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
449,449,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
450,450,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
451,451,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
452,452,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
453,453,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
454,454,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
455,455,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
456,456,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
457,457,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
458,458,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
459,459,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
460,460,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
461,461,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
462,462,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
463,463,unknown,,1,1,0,,,,,,,,,,,,,,unknown,NSF award metadata indicates an REU/Site program. Host-level eligibility and application details require host-page evidence when available.,,reviewed
