verification_id,opportunity_id,cycle_id,source_id,date_checked,verification_status,fields_supported,conflict_notes,checked_by,evidence_hash,retrieved_at
66,25,25,23,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
70,26,26,24,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
68,26,26,24,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Min_GPA"", ""Duration_Weeks"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
69,26,26,25,2026-08-31,partially_verified,"[""Application_URL""]",,seed_dataset,,
72,27,27,27,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
71,27,27,26,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""Enrolled_Required"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
75,28,28,28,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
73,28,28,28,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Open"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Graduation_Rule_Text"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
74,28,28,29,2026-08-31,partially_verified,"[""Application_URL""]",,seed_dataset,,
76,29,29,30,2026-09-02,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Min_GPA"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Graduation_Rule_Text"", ""Institution_Type_Rule_Text"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
77,29,29,31,2026-09-02,verified,"[""Application_URL"", ""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,codex_official_source_review,,
78,30,30,32,2026-09-02,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Min_GPA"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Graduation_Rule_Text"", ""Institution_Type_Rule_Text"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
79,30,30,33,2026-09-02,partially_verified,"[""Application_URL""]",,seed_dataset,,
80,30,30,34,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,codex_official_source_review,,
81,31,31,35,2026-09-02,verified,"[""Academic_Credit"", ""Application_Deadline"", ""Citizenship"", ""Citizenship_International"", ""Citizenship_Permanent_Resident"", ""Citizenship_US_Citizen"", ""City"", ""Country"", ""Cycle_Year"", ""Data_Confidence"", ""Deadline_Text"", ""Duration_Weeks"", ""Eligibility_Checked_By"", ""Eligibility_Checked_On"", ""Eligibility_Parse_Status"", ""Eligibility_Source_URL"", ""Eligible_Years"", ""Enrolled_Required"", ""External_Applicants"", ""Field_Tags"", ""First_Year_Eligible"", ""Format"", ""Four_Year_Institution_Eligible"", ""Graduating_Senior_Eligible"", ""Graduation_Rule_Text"", ""Host_Institution"", ""Housing_Details"", ""Housing_Included"", ""Institution_Type_Rule_Text"", ""Junior_Eligible"", ""Last_Verified"", ""Location_Scope"", ""Meals_Details"", ""Meals_Included"", ""Min_GPA"", ""Network_Source"", ""Notes"", ""Other_Rule_Text"", ""Primary_Field"", ""Prior_Research_Status"", ""Program_End"", ""Program_ID"", ""Program_Name"", ""Program_Start"", ""Program_Type"", ""Program_URL"", ""Raw_Eligibility_Text"", ""Senior_Eligible"", ""Sophomore_Eligible"", ""State"", ""Status"", ""Travel_Details"", ""Travel_Included"", ""Two_Year_Institution_Eligible"", ""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,codex_official_source_review,,
83,32,32,36,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
82,32,32,36,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Open"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
85,33,33,38,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
84,33,33,37,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Graduation_Rule_Text"", ""Two_Year_Institution_Eligible"", ""Four_Year_Institution_Eligible"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
87,34,34,40,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
86,34,34,39,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Program_Start"", ""Program_End"", ""Application_Deadline"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Graduation_Rule_Text"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Other_Rule_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
89,35,35,41,2026-09-02,verified,"[""eligibility_rules.citizenship_international"", ""eligibility_rules.citizenship_permanent_resident"", ""eligibility_rules.citizenship_rule_text"", ""eligibility_rules.citizenship_us_citizen"", ""eligibility_rules.degree_seeking_required"", ""eligibility_rules.eligible_years_text"", ""eligibility_rules.enrolled_required"", ""eligibility_rules.external_applicants_status"", ""eligibility_rules.first_year_eligible"", ""eligibility_rules.four_year_institution_eligible"", ""eligibility_rules.graduating_senior_eligible"", ""eligibility_rules.graduation_rule_text"", ""eligibility_rules.institution_type_rule_text"", ""eligibility_rules.junior_eligible"", ""eligibility_rules.min_gpa"", ""eligibility_rules.other_rule_text"", ""eligibility_rules.parse_status"", ""eligibility_rules.prior_research_status"", ""eligibility_rules.raw_eligibility_text"", ""eligibility_rules.senior_eligible"", ""eligibility_rules.sophomore_eligible"", ""eligibility_rules.two_year_institution_eligible""]",,OpenAI Codex; official program source,,
88,35,35,41,2026-08-31,partially_verified,"[""Program_ID"", ""Program_Name"", ""Host_Institution"", ""Network_Source"", ""Program_Type"", ""Primary_Field"", ""Field_Tags"", ""City"", ""State"", ""Country"", ""Location_Scope"", ""Format"", ""External_Applicants"", ""Citizenship"", ""Eligible_Years"", ""Duration_Weeks"", ""Deadline_Text"", ""Cycle_Year"", ""Status"", ""Stipend_Total_USD"", ""Stipend_Weekly_USD"", ""Housing_Included"", ""Housing_Details"", ""Meals_Included"", ""Meals_Details"", ""Travel_Included"", ""Travel_Details"", ""Academic_Credit"", ""Program_URL"", ""Last_Verified"", ""Data_Confidence"", ""Notes"", ""Eligibility_Parse_Status"", ""Citizenship_US_Citizen"", ""Citizenship_Permanent_Resident"", ""Citizenship_International"", ""First_Year_Eligible"", ""Sophomore_Eligible"", ""Junior_Eligible"", ""Senior_Eligible"", ""Graduating_Senior_Eligible"", ""Enrolled_Required"", ""Degree_Seeking_Required"", ""Prior_Research_Status"", ""Raw_Eligibility_Text"", ""Eligibility_Source_URL"", ""Eligibility_Checked_On"", ""Eligibility_Checked_By""]",,seed_dataset,,
